"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.226147329E0,-1.412327051E0,7.690390110E0,5.380311012E0,9.491286232E0
5.231157711E0,-1.173547029E0,7.390913963E0,4.675206184E0,8.823852600E0
5.236168184E0,-9.239490032E-1,7.091084957E0,4.030573845E0,8.208696191E0
5.241178417E0,-7.240030169E-1,6.760533810E0,3.383907080E0,7.594723490E0
5.246188799E0,-5.299329758E-1,6.410634041E0,2.737976074E0,6.990963506E0
5.251199022E0,-3.389199972E-1,6.000490189E0,2.022481918E0,6.341228775E0
5.256209482E0,-2.066989988E-1,5.535294056E0,1.260136008E0,5.680681959E0
5.261219859E0,-1.663019955E-1,5.133112907E0,5.545349717E-1,5.165657123E0
5.266230090E0,-2.084130049E-1,4.799593925E0,-1.220600009E-1,4.805667121E0
5.271240549E0,-2.727249861E-1,4.524438858E0,-7.704280019E-1,4.597660840E0
5.276250936E0,-3.156000078E-1,4.280338764E0,-1.331639051E0,4.493791925E0
5.281261171E0,-3.044660091E-1,3.984282017E0,-1.904101014E0,4.426375878E0
5.286271554E0,-2.059350014E-1,3.577730894E0,-2.372221947E0,4.297674318E0
5.291282015E0,-6.562600285E-2,3.117590904E0,-2.756441116E0,4.161928333E0
5.296292248E0,1.234690025E-1,2.706769943E0,-2.997057915E0,4.040322297E0
5.301302630E0,4.415540099E-1,2.246637106E0,-3.170106888E0,3.910489216E0
5.306313087E0,7.671480179E-1,1.751662970E0,-3.194426060E0,3.723062864E0
5.311323320E0,1.134544015E0,1.353268981E0,-3.039674997E0,3.515416212E0
5.316333717E0,1.531659961E0,9.852979779E-1,-2.830663919E0,3.365925217E0
5.321343950E0,1.856276035E0,6.055799723E-1,-2.812961102E0,3.424213484E0
5.326354415E0,2.296727896E0,1.954530030E-1,-2.797043085E0,3.624446292E0
5.331364801E0,2.919222116E0,-2.333139926E-1,-2.537641048E0,3.875037455E0
5.336375261E0,3.528137922E0,-6.560879946E-1,-2.183444977E0,4.200671449E0
5.341385479E0,3.995750904E0,-1.030030012E0,-1.656630039E0,4.446505392E0
5.346395861E0,4.334170818E0,-1.307997942E0,-7.553399801E-1,4.589818491E0
5.351406094E0,4.567420959E0,-1.539306045E0,3.662399948E-1,4.833728277E0
5.356416554E0,4.784750938E0,-1.807118058E0,1.588809967E0,5.355729113E0
5.361426940E0,4.862605095E0,-1.774103045E0,2.895382881E0,5.930903131E0
5.366437171E0,5.031089783E0,-1.910473943E0,4.177138805E0,6.812507885E0
5.371447554E0,5.585868835E0,-2.633644104E0,5.398490906E0,8.202543262E0
5.376458015E0,6.043594837E0,-3.116805077E0,6.648643017E0,9.510203279E0
5.381468262E0,6.219392776E0,-3.168140888E0,7.959702015E0,1.058653954E1
5.386478645E0,6.464434147E0,-3.431803942E0,9.271581650E0,1.181221459E1
5.391489130E0,6.572842121E0,-3.459780931E0,1.061584091E1,1.295640444E1
5.396499363E0,6.379249096E0,-3.227068901E0,1.189357185E1,1.387680958E1
5.401509737E0,5.805031776E0,-2.433672905E0,1.304644585E1,1.448554131E1
5.406519969E0,5.511673927E0,-2.099955082E0,1.427706718E1,1.544742724E1
5.411530423E0,5.647501945E0,-2.362603903E0,1.563255119E1,1.678847320E1
5.416540810E0,5.412447929E0,-2.084701061E0,1.673164177E1,1.770842758E1
5.421551050E0,5.717288971E0,-2.513307095E0,1.746234894E1,1.854555839E1
5.426561433E0,5.701848984E0,-2.542031050E0,1.791654396E1,1.897302167E1
5.431571890E0,5.262565136E0,-1.821791053E0,1.814110184E1,1.897664592E1
5.436582122E0,4.904305935E0,-9.128789902E-1,1.812619781E1,1.880012266E1
5.441592524E0,4.740015030E0,-4.103730023E-1,1.793666649E1,1.855694353E1
5.446602986E0,4.768587112E0,-2.958610058E-1,1.756623459E1,1.820438284E1
5.451613213E0,4.784976959E0,-3.679159880E-1,1.700167084E1,1.766601760E1
5.456623596E0,4.753874779E0,-4.253160059E-1,1.628656578E1,1.697151861E1
5.461634057E0,4.694724083E0,-4.246770144E-1,1.565755558E1,1.635175316E1
5.466644290E0,4.661480904E0,-4.227809906E-1,1.512204647E1,1.582985905E1
5.471654673E0,4.609870911E0,-3.874650002E-1,1.464919090E1,1.536228606E1
5.476664901E0,4.521195889E0,-3.837670088E-1,1.425157070E1,1.495646204E1
5.481675360E0,4.480146885E0,-4.660350084E-1,1.392402840E1,1.463446178E1
5.486685747E0,4.468979836E0,-6.013110280E-1,1.362203026E1,1.434897432E1
5.491695978E0,4.488811016E0,-6.641349792E-1,1.343411064E1,1.417976828E1
5.496706360E0,4.430018902E0,-7.600010037E-1,1.331854343E1,1.405653827E1
5.501716822E0,4.311915874E0,-8.703160286E-1,1.316641998E1,1.388181125E1
5.506727069E0,4.148993969E0,-9.683809876E-1,1.306162262E1,1.373891910E1
5.511737451E0,3.917021990E0,-1.038743973E0,1.287601280E1,1.349865756E1
5.516747918E0,3.692305088E0,-1.146353960E0,1.248022747E1,1.306534814E1
5.521758151E0,3.753343105E0,-1.335533977E0,1.205968094E1,1.270067478E1
5.526768610E0,3.843379021E0,-1.535902977E0,1.157763767E1,1.229521266E1
5.531778997E0,3.746361971E0,-1.624132991E0,1.094362068E1,1.168057660E1
5.536789243E0,3.673023939E0,-1.613054991E0,1.036386967E1,1.111318342E1
5.541799625E0,3.636411905E0,-1.684666038E0,9.784120560E0,1.057310769E1
5.546810092E0,3.661303043E0,-1.812489033E0,9.099534035E0,9.974556437E0
5.551820324E0,3.665100098E0,-1.921905994E0,8.439746857E0,9.399787678E0
5.556830682E0,3.598599911E0,-1.985525966E0,7.818542004E0,8.832996872E0
5.561841144E0,3.520719051E0,-1.977417946E0,7.279645920E0,8.324595431E0
5.566851386E0,3.401294947E0,-1.995959997E0,6.897535801E0,7.945354854E0
5.571861769E0,3.271951914E0,-2.084422112E0,6.613550186E0,7.667433138E0
5.576871997E0,3.186041117E0,-2.153709888E0,6.377789974E0,7.447518327E0
5.581882456E0,3.168858051E0,-2.183876038E0,6.227952957E0,7.321091034E0
5.586892824E0,3.238121033E0,-2.229082108E0,6.081627846E0,7.241576632E0
5.591903055E0,3.302618980E0,-2.275288105E0,5.901308060E0,7.135100904E0
5.596913514E0,3.378305912E0,-2.346527100E0,5.667963982E0,7.003210404E0
5.601923915E0,3.432063103E0,-2.397867918E0,5.533391953E0,6.938822248E0
5.606934146E0,3.544397116E0,-2.355259895E0,5.443957806E0,6.909897009E0
5.611944514E0,3.576042891E0,-2.265347004E0,5.210072041E0,6.713026923E0
5.616954976E0,3.550741911E0,-2.128026009E0,4.853415012E0,6.379020308E0
5.621965223E0,3.483398914E0,-2.005911112E0,4.342642784E0,5.917456695E0
5.626975605E0,3.409610033E0,-1.924708009E0,3.905669928E0,5.530298281E0
5.631985829E0,3.294629097E0,-1.820291996E0,3.448640108E0,5.105013461E0
5.636996289E0,3.124166965E0,-1.737761021E0,2.990061045E0,4.660546925E0
5.642006679E0,2.887846947E0,-1.609781981E0,2.514456034E0,4.153738937E0
5.647016910E0,2.637639999E0,-1.480756998E0,2.127737045E0,3.698249719E0
5.652027370E0,2.434477091E0,-1.398776054E0,1.727713943E0,3.296702690E0
5.657037752E0,2.286999941E0,-1.377038956E0,1.439710021E0,3.033046317E0
5.662048212E0,2.203713894E0,-1.397966981E0,1.270751953E0,2.902667244E0
5.667058445E0,2.161581039E0,-1.438573003E0,1.146455050E0,2.838359395E0
5.672068827E0,2.166270018E0,-1.450512052E0,1.124153018E0,2.839089821E0
5.677079055E0,2.210391998E0,-1.485388994E0,1.067006946E0,2.868922633E0
5.682089515E0,2.229434967E0,-1.471111059E0,1.031512022E0,2.863313652E0
5.687099670E0,2.292326927E0,-1.420048952E0,9.859200120E-1,2.871121739E0
5.692110111E0,2.245377064E0,-1.405781984E0,8.671600223E-1,2.787455408E0
5.697120496E0,2.183444977E0,-1.411568046E0,7.022449970E-1,2.693158805E0
5.702130956E0,2.086741924E0,-1.457327962E0,4.553059936E-1,2.585652760E0
5.707141189E0,1.921028972E0,-1.449229956E0,1.668130010E-1,2.412145591E0
5.712151572E0,1.763643980E0,-1.450765967E0,-3.244100139E-2,2.283903325E0
5.717162033E0,1.588366985E0,-1.470203996E0,-1.438959986E-1,2.169127826E0
5.722172266E0,1.472725987E0,-1.534311056E0,-1.959549934E-1,2.135750597E0
5.727182629E0,1.428243995E0,-1.548421025E0,-3.345490098E-1,2.132934978E0
5.732193091E0,1.446509004E0,-1.560567975E0,-4.568319917E-1,2.176340086E0
5.737203324E0,1.479231954E0,-1.626639009E0,-6.547650099E-1,2.294079086E0
5.742213706E0,1.534232020E0,-1.749799967E0,-8.103110194E-1,2.464197996E0
5.747223944E0,1.606675029E0,-1.848826051E0,-9.370219707E-1,2.622512648E0
5.752234404E0,1.680158019E0,-1.920601964E0,-1.034868002E0,2.753651150E0
5.757244800E0,1.738896012E0,-1.955597997E0,-1.017542005E0,2.807759711E0
5.762255031E0,1.815852046E0,-1.987077951E0,-9.689999819E-1,2.860901677E0
5.767265491E0,1.872226000E0,-2.037348986E0,-9.583110213E-1,2.928204415E0
5.772275877E0,1.872903943E0,-2.146586895E0,-9.921770096E-1,3.016623890E0
5.777286089E0,1.792309999E0,-2.253731966E0,-9.887539744E-1,3.044555358E0
5.782296472E0,1.735178947E0,-2.272820950E0,-9.826809764E-1,3.023610912E0
5.787306928E0,1.681437969E0,-2.290576935E0,-8.651589751E-1,2.970265374E0
5.792317161E0,1.554031968E0,-2.296318054E0,-7.682380080E-1,2.877200306E0
5.797327530E0,1.397073030E0,-2.423640966E0,-8.365579844E-1,2.919876341E0
5.802337763E0,1.270488977E0,-2.557487011E0,-9.334049821E-1,3.004351330E0
5.807348222E0,1.165055037E0,-2.714932919E0,-1.074547052E0,3.143702492E0
5.812358609E0,1.077888012E0,-2.868673086E0,-1.223242044E0,3.299613453E0
5.817369087E0,9.887189865E-1,-2.978267908E0,-1.410091043E0,3.440349069E0
5.822379320E0,8.874350190E-1,-3.060360909E0,-1.579903007E0,3.556605589E0
5.827389693E0,8.054090142E-1,-3.152834892E0,-1.819198966E0,3.728074089E0
5.832400154E0,6.821910143E-1,-3.229157925E0,-2.031899929E0,3.875753192E0
5.837410387E0,5.731359720E-1,-3.261225939E0,-2.263334036E0,4.010830391E0
5.842420775E0,4.385940135E-1,-3.359133005E0,-2.529215097E0,4.227655173E0
5.847431007E0,3.585950136E-1,-3.490470886E0,-2.865642071E0,4.530329113E0
5.852441477E0,2.747359872E-1,-3.550627947E0,-3.126971960E0,4.739239635E0
5.857451864E0,1.453440040E-1,-3.603017092E0,-3.382209063E0,4.943904852E0
5.862462094E0,6.091900170E-2,-3.644634008E0,-3.646615982E0,5.156052395E0
5.867472554E0,2.125100046E-2,-3.705142021E0,-3.895988941E0,5.376547111E0
5.872482710E0,-2.394500002E-2,-3.805764914E0,-4.180066109E0,5.653085230E0
5.877493164E0,-1.063000038E-2,-4.014480114E0,-4.429086208E0,5.977705933E0
5.882503549E0,5.162600055E-2,-4.250014782E0,-4.754536152E0,6.377374453E0
5.887514020E0,1.533609927E-1,-4.482584000E0,-5.304115772E0,6.946274040E0
5.892524253E0,2.201659977E-1,-4.733698845E0,-5.912658215E0,7.577328354E0
5.897534645E0,9.518200159E-2,-4.876871109E0,-6.469669819E0,8.102441545E0
5.902545106E0,-2.258179933E-1,-5.044227123E0,-6.730259895E0,8.413775567E0
5.907555358E0,-5.866659880E-1,-5.243718147E0,-6.736255169E0,8.556745333E0
5.912565741E0,-8.304899931E-1,-5.494593143E0,-7.126142979E0,9.036712964E0
5.917576202E0,-1.130792022E0,-5.768345833E0,-7.335484028E0,9.400097349E0
5.922586435E0,-1.606701016E0,-6.066668034E0,-7.180616856E0,9.536624540E0
5.927596818E0,-2.128177881E0,-6.416413784E0,-6.922504902E0,9.675772892E0
5.932607051E0,-2.603575945E0,-6.761435032E0,-6.594741821E0,9.797256304E0
5.937617510E0,-3.172805071E0,-6.917988777E0,-6.056112766E0,9.726343741E0
5.942627977E0,-3.975420952E0,-6.815048218E0,-5.094908237E0,9.391855190E0
5.947638363E0,-4.369684219E0,-7.434486866E0,-4.297925949E0,9.635242737E0
5.952648584E0,-4.771525860E0,-8.206808090E0,-4.078353882E0,1.033209216E1
5.957658967E0,-5.198437214E0,-8.846058846E0,-3.580389977E0,1.086718450E1
5.962669191E0,-5.626235962E0,-9.277664185E0,-2.925199032E0,1.123772100E1
5.967679573E0,-6.033736229E0,-9.375941277E0,-1.954692006E0,1.131967617E1
5.972690035E0,-6.133799076E0,-9.306587219E0,-8.671780229E-1,1.117980566E1
5.977700267E0,-5.835356236E0,-9.267726898E0,1.479430050E-1,1.095280929E1
5.982710674E0,-5.314819813E0,-9.339095116E0,1.022451043E0,1.079404527E1
5.987721136E0,-4.904099941E0,-9.469992638E0,1.756533027E0,1.080816197E1
5.992731353E0,-4.587859154E0,-9.655428886E0,2.400437117E0,1.095617894E1
5.997741813E0,-4.363374233E0,-9.783350945E0,3.133922100E0,1.116129285E1
6.002752200E0,-4.176849842E0,-9.754151344E0,3.896337032E0,1.130358285E1
6.007762435E0,-3.962753057E0,-9.575021744E0,4.526154041E0,1.130798495E1
6.012772818E0,-3.775357962E0,-9.305073738E0,4.879983902E0,1.116476457E1
6.017783275E0,-3.662728071E0,-8.916492462E0,5.135852814E0,1.092228909E1
6.022793507E0,-3.533875942E0,-8.416344643E0,5.378517151E0,1.059488476E1
6.027803890E0,-3.252305031E0,-7.892644882E0,5.500250816E0,1.015500321E1
6.032814343E0,-2.925256014E0,-7.358172894E0,5.568976879E0,9.680564785E0
6.037824575E0,-2.669562101E0,-6.823542118E0,5.682971001E0,9.272726042E0
6.042834972E0,-2.469970942E0,-6.288774967E0,5.729347229E0,8.858604106E0
6.047845205E0,-2.235817909E0,-5.704922199E0,5.666910172E0,8.346190144E0
6.052855664E0,-2.090707064E0,-5.076145172E0,5.367665768E0,7.677899558E0
6.057866051E0,-2.137017965E0,-4.335086823E0,4.769348145E0,6.790177116E0
6.062876282E0,-2.365916967E0,-3.613420010E0,4.037177086E0,5.912120270E0
6.067886731E0,-2.654326916E0,-2.897176027E0,3.346347094E0,5.161116079E0
6.072897118E0,-2.929949045E0,-2.109983921E0,2.727529049E0,4.525046770E0
6.077907354E0,-3.027508020E0,-1.799846053E0,1.941733956E0,4.021887789E0
6.082917813E0,-3.214169025E0,-1.763484955E0,7.587410212E-1,3.743854918E0
6.087928195E0,-3.573012114E0,-1.717504025E0,-2.647500038E-1,3.973201254E0
6.092938426E0,-3.934165001E0,-1.796841025E0,-1.235401988E0,4.498056247E0
6.097948799E0,-4.224954128E0,-1.999552965E0,-2.082077980E0,5.116981352E0
6.102959261E0,-4.684265137E0,-2.171381950E0,-2.852713108E0,5.898746606E0
6.107969494E0,-5.325465202E0,-2.236862898E0,-3.366398096E0,6.685564403E0
6.112979880E0,-6.080591202E0,-2.339250088E0,-3.597723961E0,7.442398675E0
6.117990342E0,-6.902911186E0,-2.583878040E0,-3.679757118E0,8.238156409E0
6.123000585E0,-7.707365036E0,-2.810651064E0,-3.677567959E0,8.990424978E0
6.128010967E0,-8.459547043E0,-3.060480118E0,-3.591562033E0,9.686577959E0
6.133021214E0,-9.089197159E0,-3.397567987E0,-3.287640095E0,1.024526967E1
6.138031673E0,-9.455777168E0,-3.886439085E0,-2.906997919E0,1.062858257E1
6.143042075E0,-9.558742523E0,-4.397058010E0,-2.394231081E0,1.079055236E1
6.148052306E0,-9.624423981E0,-4.824227810E0,-1.728718996E0,1.090372323E1
6.153062689E0,-9.600482941E0,-5.144643784E0,-8.184170127E-1,1.092274868E1
6.158073159E0,-9.362126350E0,-5.473974228E0,1.014129966E-1,1.084546395E1
6.163083621E0,-8.961853027E0,-5.825301170E0,1.002673030E0,1.073565539E1
6.168093844E0,-8.522193909E0,-6.128083229E0,1.822126031E0,1.065370059E1
6.173104227E0,-8.113583565E0,-6.433796883E0,2.691251040E0,1.069891643E1
6.178114674E0,-7.766652107E0,-6.553167820E0,3.587786913E0,1.077669283E1
6.183124906E0,-7.466667175E0,-6.621133804E0,4.443428993E0,1.092403738E1
6.188135289E0,-7.116394997E0,-6.818921089E0,5.219913960E0,1.115294868E1
6.193145518E0,-6.766449928E0,-7.166547775E0,5.950441837E0,1.151312337E1
6.198155977E0,-6.601953983E0,-7.487325191E0,6.526415825E0,1.192643863E1
6.203166378E0,-6.705548763E0,-7.603335857E0,7.069071770E0,1.235908071E1
6.208176609E0,-7.097089767E0,-7.560977936E0,7.674218178E0,1.290080211E1
6.213187068E0,-7.736506939E0,-7.434761047E0,8.063114166E0,1.342173690E1
6.218197455E0,-8.530454636E0,-7.303132057E0,8.221081734E0,1.391727628E1
6.223207686E0,-9.401359558E0,-7.194622993E0,8.221595764E0,1.441328548E1
6.228218063E0,-1.025792694E1,-7.089763165E0,8.053706169E0,1.484425781E1
6.233228525E0,-1.106915283E1,-6.869781017E0,7.689824104E0,1.512790238E1
6.238238763E0,-1.168258095E1,-6.569240093E0,7.060051918E0,1.514866153E1
6.243249145E0,-1.195493698E1,-6.307176113E0,6.216772079E0,1.487781045E1
6.248259607E0,-1.206782913E1,-6.178244114E0,5.192811012E0,1.451786784E1
6.253269840E0,-1.182120037E1,-6.104710102E0,4.353950977E0,1.399875540E1
6.258280207E0,-1.140270805E1,-6.078335762E0,3.698159933E0,1.344039819E1
6.263290440E0,-1.088059425E1,-6.022021770E0,3.160566092E0,1.283126087E1
6.268300915E0,-1.026668453E1,-5.943596840E0,2.665942907E0,1.215888179E1
6.273311301E0,-9.504313469E0,-5.872196198E0,2.535665989E0,1.145618893E1
6.278321532E0,-8.692363739E0,-5.841228962E0,2.430313110E0,1.075097972E1
6.283332001E0,-7.928153038E0,-5.943864822E0,2.351991892E0,1.018415463E1
6.288342387E0,-7.216514111E0,-6.081986904E0,2.502295017E0,9.763714506E0
6.293352608E0,-6.713572025E0,-6.202774048E0,2.840276957E0,9.571500845E0
6.298362991E0,-6.508897781E0,-6.213047028E0,3.306571960E0,9.586507280E0
6.303373432E0,-6.518737793E0,-6.091215134E0,3.773150921E0,9.686769951E0
6.308383665E0,-6.548894882E0,-5.899933815E0,4.156969070E0,9.745646980E0
6.313394124E0,-6.509222984E0,-5.723759174E0,4.400193214E0,9.720756312E0
6.318404511E0,-6.361611843E0,-5.517361164E0,4.529806137E0,9.561930929E0
6.323414738E0,-6.055457115E0,-5.327060223E0,4.589033127E0,9.279297200E0
6.328425120E0,-5.632231236E0,-5.164593220E0,4.494224072E0,8.865275056E0
6.333435558E0,-5.141797066E0,-4.982380867E0,4.339798927E0,8.372338437E0
6.338445791E0,-4.669644833E0,-4.776340961E0,3.991720915E0,7.781571288E0
6.343456254E0,-4.205685139E0,-4.636328220E0,3.668294907E0,7.255323175E0
6.348466410E0,-3.735146999E0,-4.505642891E0,3.410873890E0,6.773935463E0
6.353476870E0,-3.317994118E0,-4.375691891E0,3.160145998E0,6.335794127E0
6.358487254E0,-3.057039022E0,-4.239787102E0,2.960180044E0,6.006991605E0
6.363497726E0,-2.870425940E0,-4.112144947E0,2.809295893E0,5.748149663E0
6.368507959E0,-2.790021896E0,-3.966141939E0,2.764708042E0,5.581945416E0
6.373518341E0,-2.778740883E0,-3.808645964E0,2.707387924E0,5.436647344E0
6.378528784E0,-2.799194098E0,-3.712311983E0,2.664351940E0,5.358686324E0
6.383539017E0,-2.837493896E0,-3.606893063E0,2.493849039E0,5.223057745E0
6.388549389E0,-2.903578043E0,-3.506339073E0,2.271780014E0,5.087844689E0
6.393559851E0,-2.944586992E0,-3.452645063E0,2.031816959E0,4.971884014E0
6.398570084E0,-3.014364004E0,-3.417499065E0,1.805536985E0,4.901597088E0
6.403580461E0,-3.038158894E0,-3.425340891E0,1.650962949E0,4.867139647E0
6.408590694E0,-3.043282986E0,-3.375020027E0,1.483108997E0,4.780370677E0
6.413601141E0,-3.064513922E0,-3.309134960E0,1.307564020E0,4.695885798E0
6.418611527E0,-3.137000084E0,-3.298273087E0,1.177279949E0,4.701634073E0
6.423621758E0,-3.172276974E0,-3.259893894E0,1.033529043E0,4.664593410E0
6.428632203E0,-3.174926043E0,-3.273267031E0,8.977130055E-1,4.647614557E0
6.433642589E0,-3.170521975E0,-3.285032988E0,7.142540216E-1,4.621018300E0
6.438652820E0,-3.202430010E0,-3.261595964E0,5.504699945E-1,4.603974741E0
6.443663203E0,-3.249727011E0,-3.268100977E0,4.193800092E-1,4.627860114E0
6.448673664E0,-3.245266914E0,-3.222927094E0,3.401759863E-1,4.586364148E0
6.453683888E0,-3.154676914E0,-3.234745026E0,3.571070135E-1,4.532448260E0
6.458694271E0,-3.018501997E0,-3.216975927E0,3.103350103E-1,4.422284053E0
6.463704727E0,-2.921255112E0,-3.231252909E0,2.874970138E-1,4.365476070E0
6.468714960E0,-2.781584024E0,-3.253137112E0,2.575919926E-1,4.287944075E0
6.473725332E0,-2.660279989E0,-3.271455050E0,2.834669948E-1,4.226092912E0
6.478735793E0,-2.580734015E0,-3.281887054E0,3.161019981E-1,4.186990705E0
6.483746031E0,-2.513304949E0,-3.305260897E0,3.261809945E-1,4.165074477E0
6.488756490E0,-2.453419924E0,-3.317744970E0,2.680380046E-1,4.135038740E0
6.493766877E0,-2.472769022E0,-3.363533974E0,1.921589971E-1,4.179099485E0
6.498777108E0,-2.530167103E0,-3.410226107E0,1.360049993E-1,4.248515626E0
6.503787495E0,-2.624979973E0,-3.437313080E0,5.781999975E-2,4.325388332E0
6.508797957E0,-2.772795916E0,-3.427944899E0,2.328900062E-2,4.409052709E0
6.513808204E0,-2.976660967E0,-3.341972113E0,-3.544399887E-2,4.475549619E0
6.518818586E0,-3.133122921E0,-3.240281105E0,-1.235440001E-1,4.509006986E0
6.523828819E0,-3.209278107E0,-3.206033945E0,-2.125789970E-1,4.541289404E0
6.528839279E0,-3.253525019E0,-3.258052111E0,-3.110249937E-1,4.614874337E0
6.533849665E0,-3.318890095E0,-3.293101072E0,-3.937540054E-1,4.691970625E0
6.538859896E0,-3.371294022E0,-3.285902023E0,-4.425179958E-1,4.728487883E0
6.543870380E0,-3.359774113E0,-3.307255030E0,-4.657450020E-1,4.737397632E0
6.548880766E0,-3.295674086E0,-3.351217985E0,-4.245859981E-1,4.719364675E0
6.553891002E0,-3.268925905E0,-3.453095913E0,-3.498559892E-1,4.767824155E0
6.558901462E0,-3.206123114E0,-3.565546989E0,-2.974239886E-1,4.804249346E0
6.563911857E0,-3.127072096E0,-3.694420099E0,-2.662310004E-1,4.847494065E0
6.568922088E0,-3.061147928E0,-3.783263922E0,-2.526040077E-1,4.873142859E0
6.573932471E0,-3.019361973E0,-3.860512972E0,-2.799789906E-1,4.909021834E0
6.578942942E0,-3.025135994E0,-3.903438091E0,-2.912569940E-1,4.947030155E0
6.583953175E0,-3.021987915E0,-4.003901005E0,-3.667660058E-1,5.029726784E0
6.588963582E0,-2.996897936E0,-4.096632004E0,-4.434199929E-1,5.095136142E0
6.593974043E0,-3.086522102E0,-4.135713100E0,-5.598689914E-1,5.190779790E0
6.598984276E0,-3.280932903E0,-4.132139206E0,-7.023599744E-1,5.322819240E0
6.603994673E0,-3.551502943E0,-4.012240887E0,-8.792660236E-1,5.429950168E0
6.609004905E0,-3.749018908E0,-3.943933010E0,-1.100214958E0,5.551596465E0
6.614015370E0,-3.803313017E0,-3.966342926E0,-1.323511958E0,5.652322533E0
6.619025757E0,-3.676892996E0,-4.086084843E0,-1.488703966E0,5.694898677E0
6.624036001E0,-3.567286968E0,-4.193833828E0,-1.660954952E0,5.750873833E0
6.629046384E0,-3.519402981E0,-4.266489029E0,-1.904000998E0,5.849303016E0
6.634056846E0,-3.449728966E0,-4.262702942E0,-2.155488968E0,5.892147232E0
6.639067069E0,-3.311455965E0,-4.204535007E0,-2.355988979E0,5.847609709E0
6.644077452E0,-3.147661924E0,-4.149820805E0,-2.511496067E0,5.782421707E0
6.649087918E0,-2.951745033E0,-4.061662197E0,-2.605027914E0,5.656506782E0
6.654098151E0,-2.790819883E0,-3.993372917E0,-2.682468891E0,5.561595295E0
6.659108620E0,-2.576359034E0,-4.021765232E0,-2.744050980E0,5.508360666E0
6.664119006E0,-2.329916954E0,-4.082468987E0,-2.797686100E0,5.470110927E0
6.669129256E0,-2.124378920E0,-4.088058949E0,-2.785629034E0,5.383766421E0
6.674139716E0,-1.930068970E0,-4.075473785E0,-2.718591928E0,5.265490944E0
6.679150102E0,-1.770810962E0,-4.060000896E0,-2.607289076E0,5.139779671E0
6.684160333E0,-1.667871952E0,-4.007072926E0,-2.464590073E0,4.991255804E0
6.689170779E0,-1.615419030E0,-3.939794064E0,-2.355448008E0,4.866178297E0
6.694180935E0,-1.588650942E0,-3.865900040E0,-2.336572886E0,4.788378408E0
6.699191394E0,-1.493445039E0,-3.746675968E0,-2.363969088E0,4.675073127E0
6.704201765E0,-1.353422999E0,-3.693289042E0,-2.406827927E0,4.611394413E0
6.709212226E0,-1.131649971E0,-3.600475073E0,-2.447601080E0,4.498311178E0
6.714222449E0,-8.784139752E-1,-3.557112932E0,-2.513827085E0,4.443420995E0
6.719232832E0,-5.349090099E-1,-3.520378113E0,-2.580677986E0,4.397623060E0
6.724243269E0,-1.522559971E-1,-3.505592108E0,-2.610552073E0,4.373481455E0
6.729253502E0,1.752150059E-1,-3.475097895E0,-2.561816931E0,4.320869318E0
6.734263885E0,4.549100101E-1,-3.356187105E0,-2.550566912E0,4.239849829E0
6.739274117E0,6.957070231E-1,-3.276135921E0,-2.540456057E0,4.203687883E0
6.744284577E0,9.067860246E-1,-3.200210094E0,-2.523585081E0,4.175175111E0
6.749294949E0,1.095270991E0,-3.129103899E0,-2.520365000E0,4.164510714E0
6.754305179E0,1.225183010E0,-3.059264898E0,-2.432751894E0,4.096151475E0
6.759315644E0,1.296416044E0,-2.948620081E0,-2.373933077E0,4.001326429E0
6.764326031E0,1.426924944E0,-2.893937111E0,-2.286055088E0,3.954369060E0
6.769336476E0,1.589077950E0,-2.879142046E0,-2.167220116E0,3.938460445E0
6.774346709E0,1.707983971E0,-2.906785011E0,-2.080799103E0,3.961859822E0
6.779357092E0,1.754745960E0,-2.932575941E0,-2.042718887E0,3.981436360E0
6.784367324E0,1.808640957E0,-2.965071917E0,-2.040307045E0,4.028112017E0
6.789377716E0,1.847689986E0,-2.975548029E0,-2.108999968E0,4.088486911E0
6.794388178E0,1.876070023E0,-2.963488102E0,-2.169537067E0,4.124171619E0
6.799398396E0,1.917279959E0,-2.916982889E0,-2.265873909E0,4.161602598E0
6.804408779E0,1.998824000E0,-2.877998114E0,-2.326195002E0,4.205871338E0
6.809419240E0,2.119411945E0,-2.858587980E0,-2.323524952E0,4.249964757E0
6.814429473E0,2.208919048E0,-2.847476959E0,-2.377991915E0,4.317672283E0
6.819439856E0,2.308651924E0,-2.863420963E0,-2.489902020E0,4.441696229E0
6.824450303E0,2.468358994E0,-2.890857935E0,-2.547959089E0,4.576237673E0
6.829460536E0,2.669543028E0,-2.935952902E0,-2.506176949E0,4.693314641E0
6.834470924E0,2.871010065E0,-2.967717886E0,-2.382285118E0,4.767109253E0
6.839481385E0,3.017770052E0,-2.997551918E0,-2.226841927E0,4.801153877E0
6.844491589E0,3.136488914E0,-3.014791965E0,-2.036871910E0,4.803684053E0
6.849501972E0,3.205771923E0,-2.984074116E0,-1.824692011E0,4.744594070E0
6.854512433E0,3.268997908E0,-2.898566008E0,-1.523480058E0,4.626988622E0
6.859522666E0,3.337527990E0,-2.862550974E0,-1.260807991E0,4.574158716E0
6.864533059E0,3.344971895E0,-2.879414082E0,-1.012030959E0,4.528141903E0
