"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.340806699E1,1.137183189E1,-3.173865080E0,8.477617264E0,1.453485379E1
1.341307737E1,1.141712189E1,-3.301235914E0,7.947225094E0,1.429710521E1
1.341808760E1,1.142780209E1,-3.552818060E0,7.322618008E0,1.402989348E1
1.342309806E1,1.139382553E1,-3.842288971E0,6.521715164E0,1.367900630E1
1.342810846E1,1.124448681E1,-4.171138763E0,5.694198132E0,1.327632383E1
1.343311870E1,1.105989075E1,-4.461590767E0,5.026336193E0,1.294183260E1
1.343812914E1,1.075590324E1,-4.605627060E0,4.586336136E0,1.256724848E1
1.344313953E1,1.037081146E1,-4.631284237E0,4.304599762E0,1.214627940E1
1.344814999E1,1.000894928E1,-4.578407764E0,4.126407146E0,1.175449358E1
1.345316023E1,9.630092621E0,-4.519648075E0,3.993035078E0,1.136266834E1
1.345817069E1,9.363221169E0,-4.579494953E0,3.883337021E0,1.112303875E1
1.346318107E1,9.161811829E0,-4.641121864E0,3.717525959E0,1.092239934E1
1.346819153E1,8.967391014E0,-4.740593910E0,3.534086943E0,1.074137341E1
1.347320176E1,8.814538002E0,-4.847719193E0,3.353293896E0,1.060382202E1
1.347821222E1,8.657670975E0,-4.920217037E0,3.174478054E0,1.045184736E1
1.348322260E1,8.559663773E0,-5.072859764E0,2.986701965E0,1.038855807E1
1.348823283E1,8.496026993E0,-5.301136971E0,2.735145092E0,1.038101857E1
1.349324324E1,8.475048065E0,-5.490327835E0,2.506690979E0,1.040450091E1
1.349825370E1,8.418609619E0,-5.703499794E0,2.194394112E0,1.040280074E1
1.350326394E1,8.403894424E0,-5.891895771E0,1.840445042E0,1.042722951E1
1.350827440E1,8.274964333E0,-6.016696930E0,1.494971991E0,1.033975908E1
1.351328479E1,8.114918709E0,-6.096550941E0,1.142251968E0,1.021394040E1
1.351829525E1,7.892504215E0,-6.123394012E0,7.731310129E-1,1.001924691E1
1.352330548E1,7.617024899E0,-6.126371861E0,3.475989997E-1,9.781223111E0
1.352831593E1,7.287347794E0,-6.147253990E0,-4.189300165E-2,9.533935416E0
1.353332632E1,6.976594925E0,-6.219034195E0,-4.800530076E-1,9.358403387E0
1.353833655E1,6.675080776E0,-6.383709908E0,-9.046189785E-1,9.280452093E0
1.354334701E1,6.369093895E0,-6.489795208E0,-1.247128010E0,9.178133098E0
1.354835740E1,6.042151928E0,-6.547053814E0,-1.540740013E0,9.041315908E0
1.355336764E1,5.575951099E0,-6.504676819E0,-1.872452021E0,8.769727918E0
1.355837810E1,5.033402920E0,-6.313610077E0,-2.204015970E0,8.369856842E0
1.356338847E1,4.477379799E0,-6.070385933E0,-2.448102951E0,7.930304111E0
1.356839893E1,3.987925053E0,-5.870053768E0,-2.686356068E0,7.587989614E0
1.357340917E1,3.497407913E0,-5.760419846E0,-2.963498116E0,7.361835368E0
1.357841962E1,2.987803936E0,-5.660542965E0,-3.157175064E0,7.136979291E0
1.358343002E1,2.494178057E0,-5.493587971E0,-3.359181881E0,6.905399038E0
1.358844025E1,2.015988111E0,-5.333280087E0,-3.584232092E0,6.734597556E0
1.359345071E1,1.504299045E0,-5.201226234E0,-3.737198114E0,6.578929982E0
1.359846110E1,1.061184049E0,-5.125683784E0,-3.772106886E0,6.451940499E0
1.360347156E1,6.526960135E-1,-4.974302769E0,-3.743380070E0,6.259600184E0
1.360848178E1,2.422260046E-1,-4.765677929E0,-3.566277981E0,5.957239142E0
1.361349216E1,-1.281860024E-1,-4.501441002E0,-3.286999941E0,5.575282177E0
1.361850264E1,-4.551419914E-1,-4.297564983E0,-3.021183014E0,5.272927633E0
1.362351287E1,-7.460100055E-1,-4.137507915E0,-2.865916014E0,5.088121193E0
1.362852334E1,-1.032047033E0,-4.043031216E0,-2.802002907E0,5.026175761E0
1.363353372E1,-1.331441045E0,-3.986376047E0,-2.712918997E0,5.002385304E0
1.363854418E1,-1.669620991E0,-3.889822006E0,-2.641360044E0,4.989502217E0
1.364355441E1,-1.936112046E0,-3.839785099E0,-2.568432093E0,5.008924323E0
1.364856487E1,-2.101048946E0,-3.820235014E0,-2.416445971E0,4.984758105E0
1.365357529E1,-2.237746000E0,-3.735048056E0,-2.257333994E0,4.904451845E0
1.365858552E1,-2.415566921E0,-3.642420053E0,-2.148513079E0,4.870143309E0
1.366359589E1,-2.664591074E0,-3.561800003E0,-2.015196085E0,4.883388180E0
1.366860636E1,-2.883055925E0,-3.514869928E0,-1.899813056E0,4.927028692E0
1.367361658E1,-2.964971066E0,-3.522192001E0,-1.867972016E0,4.968521849E0
1.367862696E1,-2.927793026E0,-3.582614899E0,-1.967376947E0,5.027690679E0
1.368363741E1,-2.977624893E0,-3.616883993E0,-2.056216955E0,5.116261134E0
1.368864787E1,-3.147007942E0,-3.575606108E0,-2.167365074E0,5.233172020E0
1.369365809E1,-3.399085999E0,-3.430908918E0,-2.398770094E0,5.392496601E0
1.369866855E1,-3.761744022E0,-3.269223928E0,-2.698101044E0,5.667300277E0
1.370367894E1,-4.134380817E0,-3.286813021E0,-2.919797897E0,6.035019829E0
1.370868918E1,-4.367949963E0,-3.410674095E0,-3.163603067E0,6.381227862E0
1.371369962E1,-4.345090866E0,-3.726044893E0,-3.228642941E0,6.571709094E0
1.371871001E1,-4.880117893E0,-3.218509912E0,-3.015892982E0,6.577991121E0
1.372372025E1,-5.277224064E0,-2.965004921E0,-2.967398882E0,6.741350319E0
1.372873071E1,-5.543378830E0,-2.965761900E0,-2.756217957E0,6.864512359E0
1.373374109E1,-5.586380005E0,-3.207515001E0,-2.343585014E0,6.854792831E0
1.373875155E1,-5.353527069E0,-3.580780029E0,-1.715821981E0,6.665304402E0
1.374376179E1,-4.946754932E0,-3.916392088E0,-7.654259801E-1,6.355657974E0
1.374877225E1,-4.472451210E0,-4.212522984E0,1.930399984E-1,6.146985778E0
1.375378263E1,-3.960666895E0,-4.476818085E0,1.094063044E0,6.076656676E0
1.375879309E1,-3.506908894E0,-4.707248211E0,1.832198977E0,6.149272217E0
1.376380335E1,-3.160341024E0,-4.836224079E0,2.394124031E0,6.253690799E0
1.376881373E1,-2.921583891E0,-4.935303211E0,2.806991100E0,6.385301031E0
1.377382397E1,-2.808186054E0,-5.031227112E0,2.991101027E0,6.491982788E0
1.377883443E1,-2.744556904E0,-5.009020805E0,2.949245930E0,6.428136089E0
1.378384482E1,-2.656146049E0,-4.959691048E0,2.867491007E0,6.314756670E0
1.378885530E1,-2.509732008E0,-4.946546078E0,2.693427086E0,6.166167555E0
1.379386553E1,-2.326963902E0,-5.025770187E0,2.521591902E0,6.085355593E0
1.379887597E1,-2.095230103E0,-5.168793201E0,2.301642895E0,6.033570448E0
1.380388635E1,-1.853047013E0,-5.351986885E0,2.035707951E0,6.018442798E0
1.380889683E1,-1.648794055E0,-5.524378777E0,1.792274952E0,6.037344798E0
1.381390706E1,-1.481475949E0,-5.579497814E0,1.657245994E0,6.005999595E0
1.381891744E1,-1.236168981E0,-5.550946236E0,1.544754028E0,5.892994389E0
1.382392790E1,-9.635289907E-1,-5.477066040E0,1.501638055E0,5.760343512E0
1.382893814E1,-7.189090252E-1,-5.362718105E0,1.543843985E0,5.626635754E0
1.383394860E1,-4.847329855E-1,-5.214876175E0,1.650789022E0,5.491357208E0
1.383895899E1,-1.765259951E-1,-5.018992901E0,1.891296983E0,5.366419238E0
1.384396922E1,1.260550022E-1,-4.819459915E0,2.136419058E0,5.273269397E0
1.384897968E1,4.051730037E-1,-4.609324932E0,2.458012104E0,5.239452738E0
1.385399007E1,7.132049799E-1,-4.404061794E0,2.841770887E0,5.289620346E0
1.385900054E1,9.987480044E-1,-4.145391941E0,3.177628994E0,5.317809506E0
1.386401077E1,1.208642006E0,-3.963006973E0,3.523036003E0,5.438568051E0
1.386902114E1,1.437131047E0,-3.851948977E0,3.744980097E0,5.561270762E0
1.387403160E1,1.624214053E0,-3.781785011E0,3.830434084E0,5.622472271E0
1.387904184E1,1.754227996E0,-3.780481100E0,3.881434917E0,5.695163758E0
1.388405229E1,1.788807034E0,-3.805143118E0,3.864778996E0,5.710994785E0
1.388906266E1,1.787843943E0,-3.811044931E0,3.943054914E0,5.767853283E0
1.389407312E1,1.690860033E0,-3.669812918E0,3.958390951E0,5.656447067E0
1.389908335E1,1.531427979E0,-3.589195013E0,4.087089062E0,5.650830868E0
1.390409374E1,1.498716950E0,-3.591320038E0,4.019647121E0,5.594756035E0
1.390910420E1,1.433040023E0,-3.641422033E0,3.850833893E0,5.490216735E0
1.391411442E1,1.377743006E0,-3.729577065E0,3.683948040E0,5.420276195E0
1.391912488E1,1.353736997E0,-3.774454117E0,3.631944895E0,5.410187747E0
1.392413527E1,1.446524978E0,-3.734626055E0,3.609246969E0,5.391338421E0
1.392914572E1,1.571810007E0,-3.616978884E0,3.599832058E0,5.339654838E0
1.393415596E1,1.708369017E0,-3.466671944E0,3.656838894E0,5.320602387E0
1.393916632E1,1.902145982E0,-3.255578995E0,3.723773956E0,5.299381700E0
1.394417655E1,2.064290047E0,-2.995974064E0,3.743681908E0,5.220374337E0
1.394918701E1,2.118586063E0,-2.786617994E0,3.790602922E0,5.159681896E0
1.395419739E1,2.179197073E0,-2.580209017E0,3.834717989E0,5.109935470E0
1.395920760E1,2.197267056E0,-2.454972982E0,3.893618107E0,5.100503585E0
1.396421806E1,2.130685091E0,-2.339921951E0,3.863054037E0,4.993820200E0
1.396922852E1,2.040340900E0,-2.265677929E0,3.810781002E0,4.880403601E0
1.397423894E1,1.875967979E0,-2.214925051E0,3.705691099E0,4.707153637E0
1.397924939E1,1.624879956E0,-2.093755007E0,3.573123932E0,4.448736847E0
1.398425963E1,1.299775004E0,-1.923681021E0,3.503860950E0,4.203213686E0
1.398927002E1,9.252229929E-1,-1.700116038E0,3.418195963E0,3.928166973E0
1.399428047E1,6.036130190E-1,-1.421798944E0,3.362171888E0,3.700008206E0
1.399929070E1,3.974899948E-1,-1.221518040E0,3.326579094E0,3.565982766E0
1.400430116E1,2.946139872E-1,-1.081025958E0,3.254399061E0,3.441878524E0
1.400931154E1,2.324170023E-1,-8.847299814E-1,3.160233021E0,3.289960114E0
1.401432177E1,1.838880032E-1,-5.924270153E-1,2.995763063E0,3.059310527E0
1.401933223E1,5.331299827E-2,-2.681460083E-1,2.747622967E0,2.761191142E0
1.402434263E1,-2.384729981E-1,1.962220073E-1,2.451457024E0,2.470832650E0
1.402935286E1,-5.916780233E-1,6.005709767E-1,2.058052063E0,2.224038371E0
1.403436332E1,-9.718229771E-1,9.237660170E-1,1.474877000E0,1.993250039E0
1.403937372E1,-1.383010030E0,1.138874054E0,8.841310143E-1,1.997858479E0
1.404438418E1,-1.694668055E0,1.242599964E0,3.221310079E-1,2.125963987E0
1.404939441E1,-1.894695997E0,1.276394963E0,-8.994500339E-2,2.286295503E0
1.405440479E1,-2.057678938E0,1.289641023E0,-3.764089942E-1,2.457417407E0
1.405941526E1,-2.173212051E0,1.296965957E0,-5.974990129E-1,2.600380046E0
1.406442549E1,-2.269293070E0,1.437870979E0,-7.419869900E-1,2.787060940E0
1.406943596E1,-2.359395027E0,1.589377999E0,-8.037419915E-1,2.956157727E0
1.407444634E1,-2.423226118E0,1.705533028E0,-9.132459760E-1,3.100787955E0
1.407945658E1,-2.521398067E0,1.807145953E0,-9.910349846E-1,3.256589482E0
1.408446704E1,-2.740200043E0,1.908846021E0,-9.894049764E-1,3.483003246E0
1.408947752E1,-3.141262054E0,2.067807913E0,-1.102116942E0,3.918930800E0
1.409448790E1,-3.734179020E0,2.212634087E0,-1.380787015E0,4.554823304E0
1.409949813E1,-4.461094856E0,2.352900982E0,-1.559681058E0,5.279215410E0
1.410450852E1,-5.214026928E0,2.382041931E0,-1.823243976E0,6.015348632E0
1.410951898E1,-5.865415096E0,2.375356913E0,-2.047060966E0,6.651005436E0
1.411452944E1,-6.327484131E0,2.332976103E0,-2.264801025E0,7.114011288E0
1.411953967E1,-6.575889111E0,2.198931932E0,-2.447187901E0,7.352982243E0
1.412455005E1,-6.533070087E0,2.095175982E0,-2.477659941E0,7.294488738E0
1.412956028E1,-6.078942776E0,1.952612042E0,-2.435698032E0,6.833656705E0
1.413457074E1,-5.537180901E0,1.811907053E0,-3.015136003E0,6.560062851E0
1.413958119E1,-5.184501171E0,1.893103957E0,-3.518062115E0,6.545200992E0
1.414459158E1,-5.122955799E0,2.083045959E0,-3.690391064E0,6.648514330E0
1.414960181E1,-5.184404850E0,2.265595913E0,-3.933042049E0,6.890558631E0
1.415461226E1,-5.399868011E0,2.333997965E0,-3.908742905E0,7.062888371E0
1.415962265E1,-5.565003872E0,2.325362921E0,-3.774804115E0,7.115175818E0
1.416463310E1,-5.692889214E0,2.233359098E0,-3.654578924E0,7.124101878E0
1.416964333E1,-5.883279800E0,2.203244925E0,-3.472259998E0,7.178012183E0
1.417465371E1,-6.026154995E0,2.148189068E0,-3.249439001E0,7.175521871E0
1.417966416E1,-6.140886784E0,2.103782892E0,-3.052290916E0,7.173065787E0
1.418467439E1,-6.222626209E0,2.096837997E0,-2.801199913E0,7.138944423E0
1.418968478E1,-6.187222004E0,2.050539970E0,-2.628046036E0,7.028019370E0
1.419469524E1,-6.010345936E0,1.985002995E0,-2.486080885E0,6.800374499E0
1.419970547E1,-5.793963909E0,1.886631012E0,-2.386336088E0,6.544004453E0
1.420471592E1,-5.631507874E0,1.777853012E0,-2.289712906E0,6.333831972E0
1.420972631E1,-5.466779232E0,1.700332999E0,-2.160494089E0,6.119194570E0
1.421473655E1,-5.266473770E0,1.696807981E0,-2.071110010E0,5.907994581E0
1.421974701E1,-5.113595009E0,1.781036019E0,-2.086565018E0,5.802990332E0
1.422475739E1,-4.938920975E0,1.819172978E0,-2.008721113E0,5.633586001E0
1.422976763E1,-4.693003178E0,1.746654034E0,-1.885473013E0,5.350709076E0
1.423477809E1,-4.358580112E0,1.594738960E0,-1.739199996E0,4.956332270E0
1.423978848E1,-3.951909065E0,1.464570999E0,-1.647053957E0,4.524968531E0
1.424479893E1,-3.630772114E0,1.416388035E0,-1.509495974E0,4.179382646E0
1.424980918E1,-3.518167019E0,1.414430976E0,-1.447661042E0,4.058797439E0
1.425481956E1,-3.528676033E0,1.445132017E0,-1.491305947E0,4.094380847E0
1.425983001E1,-3.515336990E0,1.461874008E0,-1.571051002E0,4.118600614E0
1.426484047E1,-3.428158045E0,1.358260036E0,-1.762621999E0,4.087049573E0
1.426985069E1,-3.294863939E0,1.214856029E0,-2.009902954E0,4.046197404E0
1.427486107E1,-3.179178953E0,1.059265971E0,-2.215895891E0,4.017389428E0
1.427987130E1,-3.090416908E0,9.612650275E-1,-2.400501966E0,4.029530594E0
1.428488176E1,-2.986818075E0,9.960590005E-1,-2.560715914E0,4.058384129E0
1.428989222E1,-2.917808056E0,1.069929004E0,-2.720618963E0,4.130389748E0
1.429490260E1,-2.775932074E0,1.129408956E0,-2.838359118E0,4.127668343E0
1.429991283E1,-2.564336061E0,1.116551042E0,-2.930479050E0,4.050952126E0
1.430492329E1,-2.316992044E0,1.137567997E0,-3.058032036E0,4.001758740E0
1.430993368E1,-2.104363918E0,1.154085994E0,-3.240632057E0,4.032611823E0
1.431494414E1,-2.005637884E0,1.181066036E0,-3.753727913E0,4.416783167E0
1.431995438E1,-1.972707987E0,1.424298048E0,-5.256875992E0,5.792663198E0
1.432496476E1,-1.997933984E0,1.663141966E0,-7.376798153E0,7.821440557E0
1.432997524E1,-2.014801979E0,1.717723012E0,-8.242497444E0,8.657295390E0
1.433498547E1,-2.066405058E0,1.696995974E0,-8.076898575E0,8.508003043E0
1.433999585E1,-2.226572037E0,1.611744046E0,-7.651116848E0,8.129878900E0
1.434500631E1,-2.504829884E0,1.448474050E0,-6.961081028E0,7.538494471E0
1.435001654E1,-2.773288012E0,1.169955969E0,-5.875837803E0,6.601923451E0
1.435502700E1,-3.010046005E0,8.382629752E-1,-4.460722923E0,5.446201499E0
1.436003739E1,-3.117311954E0,5.433599949E-1,-3.017823935E0,4.372657682E0
1.436504762E1,-3.109813929E0,3.911980093E-1,-1.681741953E0,3.556997969E0
1.437005810E1,-2.947120905E0,3.155339956E-1,-3.920690119E-1,2.989782842E0
1.437506848E1,-2.645499945E0,2.379149944E-1,8.118060231E-1,2.777463325E0
1.438007894E1,-2.149071932E0,1.062069982E-1,1.765714049E0,2.783439634E0
1.438508918E1,-1.595994949E0,-6.270000339E-2,2.507087946E0,2.972645478E0
1.439009954E1,-1.122257948E0,-2.068170011E-1,2.968782902E0,3.180551539E0
1.439511001E1,-8.228650093E-1,-2.586129904E-1,3.230667114E0,3.343829766E0
1.440012024E1,-7.150869966E-1,-2.479380071E-1,3.368791103E0,3.452763555E0
1.440513070E1,-5.980010033E-1,-2.092940062E-1,3.379489899E0,3.438366059E0
1.441014108E1,-4.672619998E-1,-2.209700048E-1,3.155633926E0,3.197684631E0
1.441515132E1,-3.445689976E-1,-2.554380000E-1,2.704375029E0,2.738178347E0
1.442016177E1,-1.536000054E-3,-3.198100030E-1,2.127516985E0,2.151420303E0
1.442517218E1,1.073197007E0,-4.313789904E-1,1.465587020E0,1.867025699E0
1.443018241E1,2.149629116E0,-4.674000144E-1,1.047533989E0,2.436533515E0
1.443519287E1,1.189906955E0,-5.120840073E-1,1.734501004E0,2.164856190E0
1.444020325E1,-5.705230236E-1,-5.415629745E-1,1.757058978E0,1.925108628E0
1.444521374E1,-1.045505047E0,-8.438630104E-1,1.085371017E0,1.727198839E0
1.445022397E1,-4.049299955E-1,-1.261286974E0,7.020639777E-1,1.499235459E0
1.445523437E1,-1.515599936E-1,-1.565788984E0,4.943830073E-1,1.648963351E0
1.446024483E1,-7.069939971E-1,-1.503142953E0,4.413839877E-1,1.718749276E0
1.446525528E1,-1.259680033E0,-1.261409998E0,6.086030006E-1,1.883705545E0
1.447026551E1,-1.253690958E0,-9.974039793E-1,1.000519037E0,1.888807576E0
1.447527590E1,-8.805170059E-1,-8.296930194E-1,1.254119039E0,1.742559975E0
1.448028636E1,-4.064339995E-1,-7.253770232E-1,1.224589944E0,1.480196255E0
1.448529659E1,9.185100347E-2,-6.983500123E-1,1.030702949E0,1.248390129E0
1.449030705E1,4.992859960E-1,-7.022500038E-1,7.413139939E-1,1.136656505E0
1.449531721E1,6.774910092E-1,-7.212340236E-1,4.582949877E-1,1.090507625E0
1.450032767E1,6.256390214E-1,-7.717069983E-1,1.904609948E-1,1.011548944E0
1.450533813E1,2.563329935E-1,-8.266180158E-1,2.619799972E-2,8.658465700E-1
1.451034851E1,-2.294359952E-1,-8.300229907E-1,1.592399925E-2,8.612970537E-1
1.451535874E1,-4.125399888E-1,-6.216790080E-1,7.692699879E-2,7.500611938E-1
1.452036920E1,-5.387639999E-1,-3.268539906E-1,2.086109966E-1,6.637911770E-1
1.452537959E1,-9.252930284E-1,-1.613999950E-3,-2.905499935E-2,9.257504989E-1
1.453039004E1,-1.259291053E0,1.497659981E-1,-1.236367941E0,1.771115325E0
1.453540027E1,-1.531481028E0,8.940599859E-2,-4.362440109E0,4.624317385E0
1.454041066E1,-1.818671942E0,3.422369957E-1,-7.241455078E0,7.474179918E0
1.454542112E1,-1.352602005E0,5.841420293E-1,-6.658123016E0,6.819190289E0
1.455043136E1,-7.306050062E-1,7.063030005E-1,-4.384521008E0,4.500741280E0
1.455544181E1,-2.676790059E-1,6.298689842E-1,-2.578907967E0,2.668174149E0
1.456045220E1,2.729000058E-3,4.293499887E-1,-1.124892950E0,1.204048591E0
1.456546244E1,8.998399973E-2,2.609460056E-1,1.853689998E-1,3.324930137E-1
1.457047288E1,8.285800368E-2,1.154880002E-1,1.362784028E0,1.370176351E0
1.457548327E1,-1.573690027E-1,-2.016000077E-2,2.204571962E0,2.210273505E0
1.458049371E1,-4.373559952E-1,-1.400389969E-1,2.539259911E0,2.580451914E0
1.458550395E1,-4.507269859E-1,-1.637360007E-1,2.336512089E0,2.385215511E0
1.459051434E1,-2.765380144E-1,-1.648699939E-1,1.826951981E0,1.855103482E0
1.459552480E1,-9.101200104E-2,-1.152390018E-1,1.255136967E0,1.263697755E0
1.460053503E1,1.206680015E-1,-2.897099964E-2,7.338309884E-1,7.442499613E-1
1.460554549E1,2.768410146E-1,4.225799814E-2,1.800410002E-1,3.329285923E-1
1.461055585E1,3.313190043E-1,8.767600358E-2,-3.795450032E-1,5.113841742E-1
1.461556608E1,5.858150125E-1,9.836199880E-2,-7.572259903E-1,9.624164961E-1
1.462057654E1,1.043658018E0,1.484960020E-1,-1.083570957E0,1.511753664E0
1.462558692E1,1.132568002E0,1.580729932E-1,-1.443835974E0,1.841835951E0
1.463059739E1,9.480190277E-1,1.946880072E-1,-1.541936994E0,1.820498061E0
1.463560762E1,7.641969919E-1,1.950760037E-1,-1.531749010E0,1.722877453E0
1.464061808E1,5.760110021E-1,1.814090014E-1,-1.404178977E0,1.528534102E0
1.464562846E1,3.802280128E-1,4.994900152E-2,-1.115090966E0,1.179192990E0
1.465063872E1,2.860499918E-2,-3.861699998E-2,-6.941099763E-1,6.957716420E-1
1.465564917E1,-2.147530019E-1,-1.256140023E-1,-4.631749988E-1,5.257649750E-1
1.466065955E1,-3.124949932E-1,-1.591330022E-1,-5.447340012E-1,6.478514993E-1
1.466567001E1,-5.350319743E-1,-1.529760063E-1,-6.058499813E-1,8.226269336E-1
1.467068026E1,-8.056859970E-1,-2.163199931E-1,-6.694539785E-1,1.069622781E0
1.467569064E1,-1.038429022E0,-2.737739980E-1,-7.156609893E-1,1.290526128E0
1.468070110E1,-1.494493008E0,1.831990033E-1,-6.052889824E-1,1.622789566E0
1.468571134E1,-1.339439034E0,-2.437250018E-1,-1.344846010E0,1.913663919E0
1.469072173E1,-1.255290985E0,-7.348120213E-1,-1.328662038E0,1.970037303E0
1.469573220E1,-1.870455027E0,1.601720005E-1,-5.921319723E-1,1.968470815E0
1.470074244E1,-2.952101946E0,1.929312944E0,3.309760094E-1,3.542132049E0
1.470575290E1,-2.356393099E0,1.110759020E0,-4.989899993E-1,2.652426258E0
1.471076328E1,-1.953533053E0,7.244210243E-1,-5.219979882E-1,2.147919717E0
1.471577352E1,-2.076657057E0,7.332820296E-1,-4.977349937E-1,2.257863413E0
1.472078398E1,-1.979110956E0,6.557080150E-1,-6.644210219E-1,2.188215819E0
1.472579437E1,-1.688423038E0,5.860790014E-1,-7.613679767E-1,1.942663673E0
1.473080483E1,-1.495319963E0,7.810059786E-1,-6.057630181E-1,1.792456684E0
1.473581507E1,-1.759608030E0,6.895530224E-1,3.980090022E-1,1.931350553E0
1.474082547E1,-1.956745982E0,6.335639954E-1,6.468459964E-1,2.156076974E0
1.474583593E1,-1.677163959E0,6.810420156E-1,4.322490096E-1,1.861057865E0
1.475084639E1,-4.791100025E-1,5.997670293E-1,-1.365957022E0,1.566877618E0
1.475585662E1,1.154849976E-1,3.897649944E-1,-1.833974957E0,1.878488137E0
1.476086701E1,1.552299969E-2,1.151179969E-1,-1.399113059E0,1.403926803E0
1.476587748E1,2.317599952E-2,-2.176789939E-1,-1.216011047E0,1.235558230E0
1.477088771E1,7.214900106E-2,-6.049079895E-1,-1.201537967E0,1.347149821E0
1.477589809E1,6.442199647E-2,-1.004299045E0,-1.111153960E0,1.499143051E0
1.478090832E1,3.325540125E-1,-1.401051044E0,-1.036723018E0,1.774353633E0
1.478591877E1,5.255510211E-1,-1.720221996E0,-9.995800257E-1,2.057796836E0
1.479092924E1,5.569429994E-1,-1.820549965E0,-9.546769857E-1,2.129787742E0
1.479593962E1,5.489519835E-1,-1.724657059E0,-9.444239736E-1,2.041501137E0
1.480094986E1,3.573650122E-1,-1.420094967E0,-9.766100049E-1,1.760155268E0
1.480596032E1,3.829099983E-2,-1.068966031E0,-9.554499984E-1,1.434238221E0
1.481097070E1,-2.401870042E-1,-7.860749960E-1,-5.858100057E-1,1.009344866E0
1.481598116E1,-3.707810044E-1,-5.752559900E-1,-2.162189931E-1,7.177385738E-1
1.482099142E1,-4.869140089E-1,-3.655059934E-1,-5.331699923E-2,6.111649414E-1
1.482600181E1,-7.800940275E-1,-2.572200000E-1,1.557379961E-1,8.360401567E-1
1.483101225E1,-7.691109776E-1,-2.116660029E-1,5.594999995E-3,7.977252013E-1
1.483602248E1,-8.399490118E-1,-2.342869937E-1,1.108160019E-1,8.790249849E-1
1.484103296E1,-8.705400229E-1,-1.904789954E-1,-1.734000072E-2,8.913040192E-1
1.484604334E1,-4.571720064E-1,-1.005520001E-1,3.795109987E-1,6.026155875E-1
1.485105356E1,2.275730073E-1,2.939560115E-1,5.541020036E-1,6.672545547E-1
1.485606402E1,1.544139981E-1,6.351479888E-1,8.405300230E-2,6.590307714E-1
1.486107441E1,-8.667889833E-1,7.596420050E-1,4.802579880E-1,1.248609968E0
1.486608464E1,-8.095470071E-1,1.073421001E0,5.323619843E-1,1.446031910E0
1.487109510E1,-1.258659959E-1,5.290269852E-1,-2.109519988E-1,5.832774175E-1
1.487610547E1,4.715369940E-1,4.980399832E-2,-1.842990071E-1,5.087177006E-1
1.488111593E1,5.571820140E-1,9.348700196E-2,-1.681469977E-1,5.894616434E-1
1.488612617E1,1.758379936E-1,3.461630046E-1,-5.873600021E-2,3.926802051E-1
1.489113655E1,-2.379110008E-1,5.008689761E-1,3.298389912E-1,6.451861248E-1
1.489614702E1,-4.146330059E-1,4.515019953E-1,2.499009967E-1,6.619857170E-1
1.490115722E1,-4.015809894E-1,3.758549988E-1,-2.199539989E-1,5.923799733E-1
1.490616768E1,-2.982830107E-1,4.096690118E-1,-6.719719768E-1,8.416340008E-1
1.491117806E1,-2.851850092E-1,6.118170023E-1,-7.404839993E-1,1.001981580E0
1.491618852E1,-3.980050087E-1,9.056299925E-1,-5.822870135E-1,1.147881456E0
1.492119875E1,-5.937439799E-1,1.250327945E0,-3.766570091E-1,1.434476345E0
1.492620920E1,-7.470269799E-1,1.559458971E0,-1.476210058E-1,1.735440449E0
1.493121959E1,-6.682360172E-1,1.698997974E0,9.925500304E-2,1.828383178E0
1.493622983E1,-4.725939929E-1,1.708606958E0,1.860020012E-1,1.782492515E0
1.494124029E1,-2.246479988E-1,1.660825968E0,1.607940048E-1,1.683646142E0
1.494625068E1,3.643300012E-2,1.607745051E0,1.164849997E-1,1.612371008E0
1.495126091E1,1.632110029E-1,1.549296975E0,1.867170036E-1,1.569019499E0
1.495627128E1,3.311190009E-1,1.655228019E0,6.569269896E-1,1.811345538E0
1.496128174E1,2.908580005E-1,1.863613963E0,8.237810135E-1,2.058220236E0
1.496629221E1,1.567540020E-1,2.094923973E0,8.922650218E-1,2.282414322E0
1.497130245E1,-6.890000077E-4,2.328923941E0,9.928690195E-1,2.531733810E0
1.497631283E1,5.711200088E-2,2.572375059E0,1.048519015E0,2.778446931E0
1.498132329E1,3.531019986E-1,2.682077885E0,1.257202983E0,2.983082657E0
1.498633353E1,4.391770065E-1,2.471082926E0,1.332718015E0,2.841701000E0
1.499134399E1,3.612819910E-1,2.094079018E0,1.081493974E0,2.384391080E0
1.499635437E1,3.474929929E-1,1.841294050E0,7.885779738E-1,2.032970826E0
1.500136460E1,3.398770094E-1,1.579682946E0,6.112700105E-1,1.727589540E0
1.500637506E1,3.562830091E-1,1.297132015E0,4.161800146E-1,1.408081976E0
1.501138545E1,4.636619985E-1,1.019577980E0,3.063389957E-1,1.161191322E0
1.501639568E1,5.009379983E-1,8.368570209E-1,3.368979990E-1,1.031876356E0
1.502140614E1,-1.017671943E0,3.657250106E-1,3.849639893E-1,1.147871177E0
1.502641660E1,-2.170747995E0,2.169899940E-1,4.904130101E-1,2.236009042E0
1.503142699E1,-2.570211887E0,5.484030247E-1,1.247161984E0,2.908977146E0
