"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.893876947E0,-2.634559870E-1,2.502099983E-2,-3.168679953E0,3.179711897E0
5.898887021E0,-2.573589981E-1,-4.080000147E-2,-3.343106031E0,3.353245626E0
5.903897173E0,-2.857060134E-1,-1.180199981E-1,-3.455380917E0,3.469180584E0
5.908907342E0,-2.583889961E-1,-1.643570065E-1,-3.468379021E0,3.481871785E0
5.913917496E0,-2.121019959E-1,-1.742399931E-1,-3.432387114E0,3.443345485E0
5.918927421E0,-1.979440004E-1,-2.482479960E-1,-3.253398895E0,3.268855039E0
5.923937496E0,-1.905719936E-1,-3.419040143E-1,-3.048355103E0,3.073383294E0
5.928947649E0,-1.489779949E-1,-4.047000110E-1,-2.823399067E0,2.856144050E0
5.933957798E0,-4.476299882E-2,-4.709540009E-1,-2.606645107E0,2.649226323E0
5.938967723E0,1.171199977E-2,-4.914869964E-1,-2.479460955E0,2.527730853E0
5.943977875E0,9.481900185E-2,-4.514169991E-1,-2.364897013E0,2.409461731E0
5.948988029E0,1.675589979E-1,-4.441690147E-1,-2.282047987E0,2.330902217E0
5.953998108E0,1.924889982E-1,-4.225429893E-1,-2.190764904E0,2.239429717E0
5.959008260E0,2.050170004E-1,-4.524559975E-1,-2.078615904E0,2.137145871E0
5.964018414E0,2.066919953E-1,-4.944660068E-1,-1.954911947E0,2.027041917E0
5.969028339E0,2.026699930E-1,-5.147209764E-1,-1.887773991E0,1.967156183E0
5.974038476E0,2.052949965E-1,-5.477759838E-1,-1.871201038E0,1.960509600E0
5.979048630E0,2.115969956E-1,-5.842459798E-1,-1.818953037E0,1.922162013E0
5.984058719E0,2.045190036E-1,-6.098260283E-1,-1.736753941E0,1.852034033E0
5.989068870E0,1.918569952E-1,-6.308810115E-1,-1.648946047E0,1.775906254E0
5.994079024E0,1.562500000E-1,-6.352090240E-1,-1.558079004E0,1.689826840E0
5.999088949E0,1.544650048E-1,-6.092169881E-1,-1.432800055E0,1.564583258E0
6.004099086E0,1.446119994E-1,-5.541750193E-1,-1.296527028E0,1.417393706E0
6.009109240E0,1.061450019E-1,-5.224040151E-1,-1.136482954E0,1.255295273E0
6.014119399E0,9.709300101E-2,-4.605770111E-1,-9.683679938E-1,1.076705533E0
6.019129478E0,1.390980035E-1,-4.100059867E-1,-7.861220241E-1,8.974636485E-1
6.024139630E0,1.273290068E-1,-3.505370021E-1,-6.188369989E-1,7.225289593E-1
6.029149551E0,1.489409953E-1,-3.556729853E-1,-4.659099877E-1,6.047799676E-1
6.034159703E0,1.441729963E-1,-3.015809953E-1,-3.889290094E-1,5.128379120E-1
6.039169767E0,1.619530022E-1,-3.345949948E-1,-3.632040024E-1,5.197112013E-1
6.044179918E0,1.523620039E-1,-3.354879916E-1,-3.115339875E-1,4.825140393E-1
6.049190058E0,1.323579997E-1,-4.014819860E-1,-3.075430095E-1,5.227706265E-1
6.054199983E0,8.785100281E-2,-4.543290138E-1,-3.098939955E-1,5.569263326E-1
6.059210135E0,3.954600170E-2,-4.681040049E-1,-3.351660073E-1,5.770801487E-1
6.064220289E0,-4.160499945E-2,-4.890910089E-1,-3.412339985E-1,5.978140453E-1
6.069230443E0,-9.844499826E-2,-4.821430147E-1,-3.120110035E-1,5.826698641E-1
6.074240522E0,-1.344580054E-1,-4.954110086E-1,-1.850540042E-1,5.456702366E-1
6.079250674E0,-1.053299978E-1,-5.072550178E-1,-3.196100146E-2,5.190602731E-1
6.084260828E0,-1.586900093E-2,-4.885939956E-1,1.494269967E-1,5.111793668E-1
6.089270767E0,5.295199901E-2,-4.911499918E-1,3.907249868E-1,6.298398558E-1
6.094280919E0,1.529739946E-1,-4.931589961E-1,7.098799944E-1,8.778020534E-1
6.099291072E0,2.652480006E-1,-4.795249999E-1,1.034734011E0,1.170886502E0
6.104301137E0,3.247109950E-1,-4.428600073E-1,1.361559033E0,1.468129837E0
6.109311289E0,2.996520102E-1,-4.194380045E-1,1.742033005E0,1.816699908E0
6.114321447E0,2.563720047E-1,-3.817979991E-1,2.010632038E0,2.062556062E0
6.119331372E0,2.111870050E-1,-3.505229950E-1,2.272039890E0,2.308599485E0
6.124341457E0,1.788460016E-1,-3.687340021E-1,2.499954939E0,2.533322986E0
6.129351611E0,2.068679929E-1,-3.647480011E-1,2.640815973E0,2.673900611E0
6.134361765E0,2.408159971E-1,-3.608390093E-1,2.863591909E0,2.896265830E0
6.139371938E0,2.673470080E-1,-3.411709964E-1,3.095892906E0,3.126087804E0
6.144381863E0,3.192049861E-1,-3.040730059E-1,3.297317982E0,3.326658697E0
6.149392020E0,3.246389925E-1,-2.678030133E-1,3.367918968E0,3.394110650E0
6.154402173E0,2.889660001E-1,-1.861930043E-1,3.332098007E0,3.349783025E0
6.159412252E0,2.191630006E-1,-8.931399882E-2,3.246048927E0,3.254664814E0
6.164422204E0,1.122289971E-1,5.958199874E-2,3.069282055E0,3.071911082E0
6.169432356E0,-5.803899840E-2,2.153780013E-1,2.798270941E0,2.807147390E0
6.174442510E0,-1.604920030E-1,3.405539989E-1,2.392530918E0,2.421970046E0
6.179452669E0,-1.647039950E-1,4.248439968E-1,1.917238951E0,1.970640764E0
6.184462823E0,-8.482299745E-2,4.576120079E-1,1.508934975E0,1.579078354E0
6.189472897E0,6.051500142E-2,3.677110076E-1,1.156568050E0,1.215122671E0
6.194483049E0,2.755639851E-1,1.681009978E-1,9.976950288E-1,1.048612810E0
6.199493203E0,5.880140066E-1,-9.422200173E-2,8.906120062E-1,1.071367352E0
6.204503128E0,8.082630038E-1,-3.041549921E-1,7.820060253E-1,1.165046251E0
6.209513198E0,8.715980053E-1,-4.274890125E-1,8.568019867E-1,1.294812567E0
6.214523351E0,7.327870131E-1,-3.644930124E-1,1.060403943E0,1.339510539E0
6.219533495E0,5.473409891E-1,-1.829389930E-1,1.447149992E0,1.557976872E0
6.224543420E0,3.669759929E-1,5.133499950E-2,2.062514067E0,2.095535955E0
6.229553601E0,2.211979926E-1,2.481070012E-1,2.868920088E0,2.888111512E0
6.234563755E0,1.529919952E-1,3.032760024E-1,3.576390028E0,3.592485006E0
6.239573848E0,1.112629995E-1,2.574400008E-1,3.995270967E0,4.005102360E0
6.244584000E0,-9.429699928E-2,2.154619992E-1,4.279891968E0,4.286349385E0
6.249594158E0,-3.093209863E-1,2.317630053E-1,4.565575123E0,4.581906783E0
6.254604312E0,-5.507500172E-1,1.927389950E-1,4.671793938E0,4.708092235E0
6.259614237E0,-7.656040192E-1,1.309050024E-1,4.521743774E0,4.587968221E0
6.264624389E0,-9.108909965E-1,5.580899864E-2,4.178155899E0,4.276660352E0
6.269634542E0,-9.332280159E-1,-3.396499902E-2,3.737273932E0,3.852179200E0
6.274644621E0,-8.450760245E-1,-1.424279958E-1,3.105818033E0,3.221885299E0
6.279654778E0,-7.865390182E-1,-2.520349920E-1,2.367706060E0,2.507627814E0
6.284664703E0,-7.172150016E-1,-3.407900035E-1,1.590046048E0,1.777296154E0
6.289674840E0,-6.901919842E-1,-3.916060030E-1,9.694300294E-1,1.252802785E0
6.294684994E0,-5.516390204E-1,-4.846569896E-1,5.680850148E-1,9.283957079E-1
6.299695059E0,-3.463549912E-1,-5.555589795E-1,9.832900017E-2,6.620242835E-1
6.304705211E0,-1.543730050E-1,-5.857589841E-1,-3.972449899E-1,7.243950539E-1
6.309715365E0,-2.350400016E-2,-5.488449931E-1,-7.773420215E-1,9.518633740E-1
6.314725285E0,5.798700079E-2,-4.236719906E-1,-1.041499019E0,1.125868844E0
6.319735437E0,7.488600165E-2,-2.989909947E-1,-1.207633018E0,1.246347077E0
6.324745571E0,9.268499911E-2,-2.320549935E-1,-1.305150986E0,1.328856322E0
6.329755650E0,1.471859962E-1,-1.790650040E-1,-1.358088017E0,1.377726770E0
6.334765787E0,2.738769948E-1,-1.802120060E-1,-1.317366004E0,1.357548586E0
6.339775712E0,4.169740081E-1,-2.034000009E-1,-1.159435034E0,1.248810827E0
6.344785835E0,5.850200057E-1,-2.795700133E-1,-9.141939878E-1,1.120784746E0
6.349795989E0,7.498630285E-1,-3.773210049E-1,-5.225279927E-1,9.887877454E-1
6.354806054E0,8.568009734E-1,-4.484409988E-1,-1.635320038E-1,9.807904739E-1
6.359816206E0,7.833030224E-1,-4.727509916E-1,1.492089927E-1,9.269953875E-1
6.364826355E0,6.120489836E-1,-3.950090110E-1,4.615710080E-1,8.623710759E-1
6.369836280E0,3.771100044E-1,-2.850660086E-1,7.689179778E-1,9.026125643E-1
6.374846432E0,2.120379955E-1,-1.999340057E-1,9.758309722E-1,1.018420249E0
6.379856511E0,9.546999633E-2,-1.314540058E-1,1.058176994E0,1.070576119E0
6.384866662E0,-4.829899967E-2,-9.350399673E-2,1.082980037E0,1.088081592E0
6.389876588E0,-1.164840013E-1,-7.376399636E-2,1.011083007E0,1.020440344E0
6.394886739E0,-1.748600006E-1,-6.576800346E-2,8.400049806E-1,8.605288011E-1
6.399896898E0,-1.741140038E-1,-5.590000004E-2,5.718740225E-1,6.004001948E-1
6.404906977E0,-1.696130037E-1,-1.430500019E-2,2.236610055E-1,2.810648492E-1
6.409917129E0,-2.177740037E-1,3.382600099E-2,-1.154929996E-1,2.488138822E-1
6.414927254E0,-3.023529947E-1,1.025590003E-1,-5.512819886E-1,6.370616241E-1
6.419937408E0,-3.083069921E-1,1.622630060E-1,-1.087883949E0,1.142310803E0
6.424947333E0,-3.161599934E-1,2.061689943E-1,-1.549232006E0,1.594547774E0
6.429957504E0,-3.372029960E-1,2.412119955E-1,-1.904248953E0,1.948859452E0
6.434967583E0,-2.166430056E-1,1.832820028E-1,-2.155347109E0,2.173947480E0
6.439977735E0,-2.980000107E-3,9.689900279E-2,-2.428698063E0,2.430632135E0
6.444987869E0,1.960099936E-1,-3.781300038E-2,-2.659596920E0,2.667078086E0
6.449997794E0,2.553339899E-1,-1.016689986E-1,-2.857078075E0,2.870266044E0
6.455007960E0,2.879320085E-1,-1.293420047E-1,-3.032254934E0,3.048639727E0
6.460018114E0,2.436800003E-1,-1.145579964E-1,-3.086091995E0,3.097816534E0
6.465028193E0,1.720110029E-1,-9.884700179E-2,-3.073692083E0,3.080087911E0
6.470038369E0,2.536199987E-2,-1.306059957E-1,-2.998007059E0,3.000957761E0
6.475048294E0,-5.985699967E-2,-1.100670025E-1,-2.945059061E0,2.947722931E0
6.480058446E0,-2.366599999E-2,-1.069680005E-1,-2.888485909E0,2.890562761E0
6.485068600E0,-4.321299866E-2,-1.491249949E-1,-2.705741882E0,2.710192753E0
6.490078679E0,-1.526100039E-1,-1.781139970E-1,-2.617556095E0,2.628043820E0
6.495088841E0,-1.764519960E-1,-2.730129957E-1,-2.703761101E0,2.723232545E0
6.500098994E0,-1.712280065E-1,-3.671100140E-1,-2.712421894E0,2.742502748E0
6.505108905E0,-1.691160053E-1,-4.432399869E-1,-2.673109055E0,2.714880094E0
6.510119056E0,-2.165230066E-1,-4.776929915E-1,-2.628941059E0,2.680746892E0
6.515129155E0,-2.543089986E-1,-5.076820254E-1,-2.629293919E0,2.689907176E0
6.520139307E0,-3.218539953E-1,-5.635790229E-1,-2.716571093E0,2.793021627E0
6.525149475E0,-3.222810030E-1,-6.097180247E-1,-2.823723078E0,2.906722060E0
6.530159400E0,-2.831999958E-1,-6.608229876E-1,-2.902137041E0,2.989864322E0
6.535169552E0,-2.648009956E-1,-7.209259868E-1,-2.995702028E0,3.092585405E0
6.540179706E0,-2.434130013E-1,-8.151800036E-1,-3.013955116E0,3.131723770E0
6.545189785E0,-2.336550057E-1,-8.300070167E-1,-2.943408012E0,3.067108905E0
6.550199937E0,-2.159119993E-1,-8.860849738E-1,-2.809242964E0,2.953575901E0
6.555209876E0,-2.036949992E-1,-8.962110281E-1,-2.586172104E0,2.744626024E0
6.560220028E0,-1.244440004E-1,-8.418200016E-1,-2.381978989E0,2.529421105E0
6.565230186E0,-1.293040067E-1,-8.139250278E-1,-2.193393946E0,2.343111282E0
6.570240265E0,-1.375560015E-1,-7.153159976E-1,-2.067157030E0,2.191742872E0
6.575250431E0,-1.521459967E-1,-6.708229780E-1,-1.924926043E0,2.044136038E0
6.580260585E0,-1.983280033E-1,-6.793199778E-1,-1.733399987E0,1.872294086E0
6.585270525E0,-2.346439958E-1,-7.176659703E-1,-1.500398040E0,1.679671553E0
6.590280677E0,-2.583149970E-1,-7.218109965E-1,-1.210986018E0,1.433256742E0
6.595290746E0,-3.316740096E-1,-6.927000284E-1,-9.771860242E-1,1.242873084E0
6.600300898E0,-3.672719896E-1,-6.372389793E-1,-7.732229829E-1,1.067162599E0
6.605311057E0,-4.140070081E-1,-5.134310126E-1,-5.901510119E-1,8.850375271E-1
6.610320982E0,-4.250999987E-1,-3.991059959E-1,-3.894290030E-1,7.011779754E-1
6.615331100E0,-4.315409958E-1,-2.667469978E-1,-1.642690003E-1,5.332596895E-1
6.620341254E0,-3.899570107E-1,-1.510190070E-1,1.983669996E-1,4.628419571E-1
6.625351342E0,-3.239240050E-1,-1.239850000E-1,5.242720246E-1,6.286176875E-1
6.630361494E0,-1.825650036E-1,-1.053569987E-1,7.735790014E-1,8.017821083E-1
6.635371419E0,-1.054920033E-1,-1.361719966E-1,1.009879947E0,1.024465169E0
6.640381571E0,-3.934099898E-2,-1.328849941E-1,1.172214031E0,1.180377851E0
6.645391710E0,-3.338599950E-2,-1.314309984E-1,1.332069039E0,1.338953568E0
6.650401789E0,-3.352500126E-2,-1.057140008E-1,1.484662056E0,1.488798440E0
6.655411961E0,-3.787399828E-2,-8.599799871E-2,1.522915006E0,1.525811328E0
6.660422115E0,-5.619699880E-2,9.689000435E-3,1.569692016E0,1.570727540E0
6.665432031E0,-1.539099962E-2,4.101400077E-2,1.561913013E0,1.562527213E0
6.670442183E0,7.464099675E-2,1.705799997E-2,1.555323005E0,1.557206442E0
6.675452267E0,2.068970054E-1,3.131299838E-2,1.677248955E0,1.690251736E0
6.680462418E0,2.407249957E-1,4.447399825E-2,1.860156059E0,1.876194826E0
6.685472576E0,2.711560130E-1,2.962799929E-2,2.062510014E0,2.080468927E0
6.690482501E0,3.245509863E-1,1.755400002E-2,2.312290907E0,2.335022639E0
6.695492653E0,4.046069980E-1,7.078500092E-2,2.576013088E0,2.608555303E0
6.700502732E0,4.341309965E-1,1.245869994E-1,2.858185053E0,2.893650539E0
6.705512899E0,4.034340084E-1,1.873349994E-1,2.962913990E0,2.996116272E0
6.710523053E0,3.724159896E-1,3.334110081E-1,3.045095921E0,3.085849273E0
6.715532983E0,2.466789931E-1,4.659579992E-1,3.178675890E0,3.222103008E0
6.720543135E0,1.627890021E-1,6.474509835E-1,3.226644039E0,3.294984794E0
6.725553293E0,1.914950013E-1,7.296900153E-1,3.207488060E0,3.295011003E0
6.730563372E0,4.078299999E-1,6.724699736E-1,3.148277044E0,3.245025350E0
6.735573524E0,6.830369830E-1,5.507789850E-1,3.005990982E0,3.131433984E0
6.740583449E0,9.188600183E-1,4.280050099E-1,2.770152092E0,2.949785523E0
6.745593600E0,1.146839023E0,3.035550117E-1,2.450727940E0,2.722765657E0
6.750603754E0,1.329612970E0,2.487300038E-1,2.124862909E0,2.518884604E0
6.755613833E0,1.356415987E0,2.893159986E-1,1.853647947E0,2.315076411E0
6.760623995E0,1.293663979E0,3.588699996E-1,1.669085979E0,2.142008911E0
6.765633920E0,1.157804012E0,4.297589958E-1,1.548522949E0,1.980688327E0
6.770644082E0,1.004173994E0,4.679229856E-1,1.449797988E0,1.824618189E0
6.775654236E0,7.763839960E-1,4.504939914E-1,1.390334010E0,1.654915589E0
6.780664315E0,5.014640093E-1,3.943719864E-1,1.424759984E0,1.561069002E0
6.785674481E0,2.237779945E-1,3.427619934E-1,1.540905952E0,1.594350504E0
6.790684635E0,3.198999912E-2,3.087239861E-1,1.735826969E0,1.763357345E0
6.795694550E0,-9.001799673E-2,3.113679886E-1,1.938676953E0,1.965584288E0
6.800704702E0,-1.902340055E-1,3.203969896E-1,2.194853067E0,2.226257666E0
6.805714780E0,-2.987209857E-1,3.669520020E-1,2.431369066E0,2.476982748E0
6.810724932E0,-3.719170094E-1,4.291949868E-1,2.563915968E0,2.626060869E0
6.815735086E0,-4.728339911E-1,4.782199860E-1,2.577893972E0,2.664170353E0
6.820744997E0,-5.377960205E-1,5.277199745E-1,2.514832020E0,2.625279608E0
6.825755149E0,-4.515540004E-1,5.264790058E-1,2.342480898E0,2.443010011E0
6.830765208E0,-3.102700114E-1,5.059239864E-1,2.145484924E0,2.226057529E0
6.835775360E0,-1.913969964E-1,4.727919996E-1,1.979168057E0,2.043837392E0
6.840785528E0,-2.520000003E-2,4.307399988E-1,1.792641997E0,1.843837660E0
6.845795453E0,1.552579999E-1,3.246439993E-1,1.509588957E0,1.551888395E0
6.850805600E0,3.344430029E-1,2.223439962E-1,1.220237970E0,1.284628226E0
6.855815754E0,4.750910103E-1,1.196829975E-1,9.508500099E-1,1.069650050E0
6.860825828E0,5.501930118E-1,8.027800173E-2,7.128940225E-1,9.040878248E-1
6.865835979E0,6.182940006E-1,8.709999733E-3,4.062770009E-1,7.398812991E-1
6.870845904E0,6.567779779E-1,-7.062099874E-2,1.501120031E-1,6.774055294E-1
6.875856056E0,6.512830257E-1,-1.212389991E-1,-2.544800006E-2,6.629600857E-1
6.880866210E0,5.743039846E-1,-1.682730019E-1,-1.329970062E-1,6.130489977E-1
6.885876275E0,4.199770093E-1,-2.402019948E-1,-2.698189914E-1,5.539674853E-1
6.890886427E0,2.479880005E-1,-2.917700112E-1,-4.040870070E-1,5.566992878E-1
6.895896352E0,8.267900348E-2,-3.091059923E-1,-4.476110041E-1,5.502162694E-1
6.900906504E0,-2.830599993E-2,-3.184280097E-1,-4.272789955E-1,5.336337387E-1
6.905916648E0,-9.426199645E-2,-3.374449909E-1,-4.319970012E-1,5.562156550E-1
6.910926727E0,-1.679159999E-1,-3.423460126E-1,-3.800140023E-1,5.383374567E-1
6.915936860E0,-2.275709957E-1,-3.018519878E-1,-4.202629924E-1,5.652646844E-1
6.920947013E0,-3.389660120E-1,-2.435950041E-1,-4.428800046E-1,6.085878588E-1
6.925956934E0,-3.563700020E-1,-1.766999960E-1,-4.890759885E-1,6.304108101E-1
6.930967085E0,-3.369469941E-1,-1.386999935E-1,-6.410400271E-1,7.373623813E-1
6.935977169E0,-3.721120059E-1,-1.041079983E-1,-6.729909778E-1,7.760300744E-1
6.940987321E0,-3.979479969E-1,-2.980300039E-2,-7.063890100E-1,8.113176076E-1
6.945997246E0,-4.079160094E-1,-2.974399924E-2,-8.140850067E-1,9.110513566E-1
6.951007398E0,-4.902380109E-1,1.390799973E-2,-8.983979821E-1,1.023545638E0
6.956017552E0,-5.279089808E-1,6.566700339E-2,-1.071334004E0,1.196142381E0
6.961027631E0,-6.218039989E-1,6.415300071E-2,-1.242130041E0,1.390554875E0
6.966037802E0,-7.218049765E-1,7.227099687E-2,-1.445526004E0,1.617334520E0
6.971047956E0,-7.518370152E-1,8.763500303E-2,-1.625185013E0,1.792809281E0
6.976057876E0,-7.098739743E-1,6.889600307E-2,-1.801146030E0,1.937213138E0
6.981068028E0,-6.011710167E-1,-4.529999860E-4,-2.018723011E0,2.106335536E0
6.986078107E0,-4.939030111E-1,-9.817600250E-2,-2.247087002E0,2.302819729E0
6.991088258E0,-4.038209915E-1,-1.910209954E-1,-2.403254986E0,2.444421187E0
6.996098428E0,-2.850100100E-1,-2.335589975E-1,-2.574490070E0,2.600726751E0
7.001108353E0,-2.450380027E-1,-2.504360080E-1,-2.763727903E0,2.785848837E0
7.006118505E0,-2.496120036E-1,-3.075760007E-1,-2.848129034E0,2.875543104E0
7.011128659E0,-2.796620131E-1,-3.312970102E-1,-2.874099970E0,2.906616450E0
7.016138738E0,-3.064340055E-1,-3.776310086E-1,-2.882086039E0,2.922828581E0
7.021148909E0,-3.085680008E-1,-4.220879972E-1,-2.842008114E0,2.889702858E0
7.026159063E0,-3.228560090E-1,-4.839510024E-1,-2.766655922E0,2.827159275E0
7.031168978E0,-3.071100116E-1,-5.747110248E-1,-2.666872978E0,2.745327085E0
7.036179130E0,-2.571170032E-1,-6.285920143E-1,-2.618390083E0,2.705033032E0
7.041189209E0,-1.927849948E-1,-6.786609888E-1,-2.597239971E0,2.691356955E0
7.046199360E0,-1.218110025E-1,-7.051789761E-1,-2.571742058E0,2.669451727E0
7.051209286E0,-4.433000088E-2,-7.060250044E-1,-2.588834047E0,2.683747041E0
7.056219442E0,-3.233899921E-2,-6.952260137E-1,-2.570159912E0,2.662725482E0
7.061229521E0,3.940000024E-4,-6.528859735E-1,-2.561393976E0,2.643293278E0
7.066239673E0,5.541300029E-2,-6.135230064E-1,-2.527585030E0,2.601570134E0
7.071249836E0,1.318439990E-1,-6.106860042E-1,-2.543885946E0,2.619480090E0
7.076259990E0,1.693730056E-1,-5.994589925E-1,-2.508100033E0,2.584299532E0
7.081269934E0,2.370090038E-1,-5.704439878E-1,-2.401895046E0,2.480056335E0
7.086280086E0,2.778429985E-1,-5.355679989E-1,-2.247951031E0,2.327512331E0
7.091290240E0,3.112230003E-1,-5.136640072E-1,-2.090547085E0,2.175108637E0
7.096300319E0,3.332090080E-1,-4.337219894E-1,-1.975934982E0,2.050234636E0
7.101310242E0,3.675779998E-1,-4.342809916E-1,-1.824283957E0,1.910948854E0
7.106320385E0,3.969959915E-1,-4.367440045E-1,-1.663861036E0,1.765441783E0
7.111330464E0,4.781790078E-1,-4.596900046E-1,-1.571642995E0,1.705881522E0
7.116340601E0,5.113850236E-1,-5.237590075E-1,-1.388941050E0,1.570030375E0
7.121350755E0,4.762989879E-1,-5.330020189E-1,-1.241526961E0,1.432599411E0
7.126360694E0,4.402909875E-1,-4.863770008E-1,-1.126584053E0,1.303691056E0
7.131370846E0,3.588699996E-1,-4.545029998E-1,-1.017362952E0,1.170635738E0
7.136380925E0,3.060249984E-1,-3.963940144E-1,-9.309610128E-1,1.057103553E0
7.141391077E0,2.144650072E-1,-3.464030027E-1,-8.466669917E-1,9.395931430E-1
7.146401231E0,1.311839968E-1,-3.214260042E-1,-7.837079763E-1,8.571593255E-1
7.151411165E0,3.635200113E-2,-2.969459891E-1,-7.208150029E-1,7.804310712E-1
7.156421317E0,-1.660300046E-2,-2.852340043E-1,-6.099240184E-1,6.735290677E-1
7.161431387E0,-5.854799971E-2,-3.199450076E-1,-5.070390105E-1,6.023962436E-1
7.166441539E0,-5.567900091E-2,-3.168559968E-1,-4.972479939E-1,5.922444102E-1
7.171451682E0,-4.408099875E-2,-3.230740130E-1,-5.556730032E-1,6.442766788E-1
7.176461608E0,-9.719800204E-2,-2.898539901E-1,-5.905299783E-1,6.649725125E-1
7.181471764E0,-8.239699900E-2,-2.428960055E-1,-5.937370062E-1,6.467699494E-1
7.186481918E0,-4.024399817E-2,-2.176059932E-1,-5.918099880E-1,6.318314724E-1
7.191491997E0,-5.348000210E-3,-1.659349948E-1,-5.693089962E-1,5.930225601E-1
7.196502135E0,6.706500053E-2,-1.027529985E-1,-4.302569926E-1,4.474114132E-1
7.201512289E0,1.309870034E-1,-8.122000098E-2,-2.105180025E-1,2.609063300E-1
7.206522214E0,1.928749979E-1,-1.000939980E-1,2.920700051E-2,2.192546969E-1
7.211532351E0,2.546840012E-1,-5.988100171E-2,2.509750128E-1,3.625439723E-1
7.216542430E0,3.304420114E-1,-3.718699887E-2,5.314570069E-1,6.269141456E-1
7.221552577E0,3.429029882E-1,-7.879000157E-3,9.028949738E-1,9.658487830E-1
7.226562502E0,3.595950007E-1,2.013199963E-2,1.273669958E0,1.323612112E0
7.231572669E0,3.687370121E-1,7.869300246E-2,1.599333048E0,1.643175514E0
7.236582748E0,2.971889973E-1,1.347430050E-1,1.882287979E0,1.910362535E0
7.241592985E0,1.669230014E-1,1.962669939E-1,2.245563030E0,2.260295853E0
7.246603064E0,9.552100301E-2,2.253479958E-1,2.574018955E0,2.585629433E0
7.251613216E0,2.884499915E-2,2.766129971E-1,2.889450073E0,2.902803560E0
7.256623127E0,8.266000077E-3,2.761799991E-1,3.092288971E0,3.104608639E0
7.261633279E0,1.092000026E-2,2.791660130E-1,3.160974979E0,3.173297296E0
7.266643329E0,2.413400076E-2,2.991859913E-1,3.111294031E0,3.125739153E0
7.271653481E0,1.713100076E-2,3.783690035E-1,2.982940912E0,3.006890929E0
7.276663635E0,-5.093099922E-2,5.171089768E-1,2.753680944E0,2.802276647E0
7.281673565E0,-1.655779928E-1,6.932049990E-1,2.418397903E0,2.521229395E0
7.286683717E0,-2.423339933E-1,9.024739861E-1,2.062573910E0,2.264375453E0
7.291693796E0,-2.782180011E-1,9.993649721E-1,1.694537044E0,1.986854649E0
7.296703952E0,-2.797510028E-1,1.055629969E0,1.345157981E0,1.732646891E0
7.301714106E0,-3.008970022E-1,1.032058001E0,1.068364978E0,1.515614215E0
7.306724050E0,-2.495789975E-1,9.324550033E-1,1.054517031E0,1.429604203E0
7.311734202E0,-1.034820005E-1,6.792820096E-1,1.136832952E0,1.328353016E0
7.316744266E0,6.977400184E-2,4.343129992E-1,1.169406056E0,1.249402544E0
7.321754418E0,1.296270043E-1,2.512930036E-1,1.245530963E0,1.277223048E0
7.326764567E0,1.076780036E-1,1.713079959E-1,1.413931012E0,1.428335356E0
7.331774492E0,1.683460027E-1,1.491679996E-1,1.758348942E0,1.772676640E0
7.336784567E0,2.523190081E-1,1.030969992E-1,2.333986998E0,2.349848756E0
7.341794707E0,2.800369859E-1,4.651499912E-2,2.931202888E0,2.944916761E0
7.346804632E0,2.715159953E-1,-6.241500005E-2,3.432938099E0,3.444224232E0
7.351814799E0,2.455199957E-1,-1.265240014E-1,3.719641924E0,3.729882630E0
7.356824953E0,1.254599988E-1,-1.121200025E-1,3.820015907E0,3.823719738E0
7.361835110E0,-1.589899957E-1,-2.169999992E-3,4.030101776E0,4.033237267E0
7.366845189E0,-3.946579993E-1,1.066889986E-1,4.081048012E0,4.101474168E0
7.371855341E0,-5.145679712E-1,1.387750059E-1,3.959172010E0,3.994881939E0
7.376865271E0,-5.422350168E-1,1.598169953E-1,3.706556082E0,3.749415724E0
7.381875423E0,-4.970259964E-1,4.404500127E-2,3.299282074E0,3.336800415E0
7.386885591E0,-3.542830050E-1,-7.069499791E-2,2.857023001E0,2.879773369E0
7.391895670E0,-2.275310010E-1,-2.216659933E-1,2.420022964E0,2.440782112E0
7.396905832E0,-1.381199956E-1,-3.421210051E-1,1.917260051E0,1.952436943E0
7.401915757E0,-1.378609985E-1,-4.107550085E-1,1.427840948E0,1.492131062E0
7.406925832E0,-2.237769961E-1,-3.541299999E-1,1.086155057E0,1.164137882E0
7.411935981E0,-3.025389910E-1,-3.175059855E-1,9.415040016E-1,1.038638376E0
7.416946135E0,-2.980540097E-1,-2.733440101E-1,7.238399982E-1,8.291546801E-1
7.421956274E0,-2.947419882E-1,-2.060270011E-1,4.668799937E-1,5.893190081E-1
7.426966200E0,-2.562179863E-1,-1.965280026E-1,3.578400016E-1,4.819962438E-1
7.431976351E0,-2.022089958E-1,-1.743690073E-1,3.387500048E-1,4.313288704E-1
7.436986415E0,-1.149249971E-1,-1.651040018E-1,3.635939956E-1,4.155330071E-1
7.441996567E0,-1.642699912E-2,-1.907929927E-1,4.889439940E-1,5.251076477E-1
7.447006716E0,8.138199896E-2,-1.727019995E-1,6.343399882E-1,6.624471534E-1
7.452016641E0,1.279110014E-1,-1.120200008E-1,8.130519986E-1,8.306402695E-1
7.457026793E0,1.816159934E-1,-6.543599814E-2,9.525679946E-1,9.719321083E-1
7.462036882E0,2.812699974E-1,3.813999938E-3,1.096825004E0,1.132321706E0
7.467047034E0,3.892880082E-1,7.087399811E-2,1.170469046E0,1.235542821E0
